代码,一级行政区,二级行政区,名称,级别,状态,启用时间,变更（弃用）时间,新代码
542127,西藏自治区,昌都地区,八宿县,县级,弃用,1980,2014,540326
542128,西藏自治区,昌都地区,左贡县,县级,弃用,1980,2014,542135[1983];540327
542129,西藏自治区,昌都地区,芒康县,县级,弃用,1980,2014,542134[1983];540328
542130,西藏自治区,昌都地区,波密县,县级,弃用,1980,1983,542625
542131,西藏自治区,昌都地区,察隅县,县级,弃用,1980,1983,542135;542626
542132,西藏自治区,昌都地区,洛隆县,县级,弃用,1980,2014,540329
542133,西藏自治区,昌都地区,边坝县,县级,弃用,1980,2014,540330
542134,西藏自治区,昌都地区,盐井县,县级,弃用,1983,1999,542129
542135,西藏自治区,昌都地区,碧土县,县级,弃用,1983,1999,542128;542626
542136,西藏自治区,昌都地区,妥坝县,县级,弃用,1983,1999,542121;542122;542126
542137,西藏自治区,昌都地区,生达县,县级,弃用,1983,1999,542121;542122
542200,西藏自治区,山南地区,山南地区,地级,弃用,1980,2016,542600[1983];542700[1983];540500
542221,西藏自治区,山南地区,乃东县,县级,弃用,1980,2016,540502
542222,西藏自治区,山南地区,扎囊县,县级,弃用,1980,2016,540521
542223,西藏自治区,山南地区,贡嘎县,县级,弃用,1980,2016,540522
542224,西藏自治区,山南地区,桑日县,县级,弃用,1980,2016,540523
542225,西藏自治区,山南地区,琼结县,县级,弃用,1986,2016,540524
542225,西藏自治区,山南地区,穷结县,县级,变更,1980,1986,542225
542226,西藏自治区,山南地区,曲松县,县级,弃用,1980,2016,540525
542227,西藏自治区,山南地区,措美县,县级,弃用,1980,2016,540526
542228,西藏自治区,山南地区,洛扎县,县级,弃用,1980,2016,540527
542229,西藏自治区,山南地区,加查县,县级,弃用,1980,2016,540528
542230,西藏自治区,山南地区,朗县,县级,弃用,1980,1983,542627
542231,西藏自治区,山南地区,隆子县,县级,弃用,1980,2016,540529
542232,西藏自治区,山南地区,错那县,县级,弃用,1980,2016,540530
542233,西藏自治区,山南地区,浪卡子县,县级,弃用,1986,2016,540531
542233,西藏自治区,山南地区,浪卡子县,县级,变更,1980,1983,542722
542300,西藏自治区,日喀则地区,日喀则地区,地级,弃用,1980,2014,542700[1983];540200
542301,西藏自治区,日喀则地区,日喀则市,县级,弃用,1986,2014,540202
542321,西藏自治区,日喀则地区,日喀则县,县级,弃用,1980,1986,542301
542322,西藏自治区,日喀则地区,南木林县,县级,弃用,1980,2014,540221
542323,西藏自治区,日喀则地区,江孜县,县级,弃用,1986,2014,540222
542323,西藏自治区,日喀则地区,江孜县,县级,变更,1980,1983,542721
542324,西藏自治区,日喀则地区,定日县,县级,弃用,1980,2014,540223
542325,西藏自治区,日喀则地区,萨迦县,县级,弃用,1980,2014,540224
542326,西藏自治区,日喀则地区,拉孜县,县级,弃用,1980,2014,540225
542327,西藏自治区,日喀则地区,昂仁县,县级,弃用,1980,2014,540226
542328,西藏自治区,日喀则地区,谢通门县,县级,弃用,1980,2014,540227
542329,西藏自治区,日喀则地区,白朗县,县级,弃用,1986,2014,540228
542329,西藏自治区,日喀则地区,白朗县,县级,变更,1980,1983,542723
542330,西藏自治区,日喀则地区,仁布县,县级,弃用,1986,2014,540229
542330,西藏自治区,日喀则地区,仁布县,县级,变更,1980,1983,542724
542331,西藏自治区,日喀则地区,康马县,县级,弃用,1986,2014,540230
542331,西藏自治区,日喀则地区,康马县,县级,变更,1980,1983,542725
542332,西藏自治区,日喀则地区,定结县,县级,弃用,1980,2014,540231
542333,西藏自治区,日喀则地区,仲巴县,县级,弃用,1980,2014,542528[1983];540232
542334,西藏自治区,日喀则地区,亚东县,县级,弃用,1986,2014,540233
542334,西藏自治区,日喀则地区,亚东县,县级,变更,1980,1983,542726
542335,西藏自治区,日喀则地区,吉隆县,县级,弃用,1980,2014,542336[1995];540234
542336,西藏自治区,日喀则地区,聂拉木县,县级,弃用,1980,2014,540235
542337,西藏自治区,日喀则地区,萨嘎县,县级,弃用,1980,2014,540236
542338,西藏自治区,日喀则地区,岗巴县,县级,弃用,1986,2014,540237
542338,西藏自治区,日喀则地区,岗巴县,县级,变更,1980,1983,542727
542400,西藏自治区,那曲地区,那曲地区,地级,弃用,1980,2017,540600
542421,西藏自治区,那曲地区,那曲县,县级,弃用,1980,2017,540602
542422,西藏自治区,那曲地区,嘉黎县,县级,弃用,1980,2017,540621
542423,西藏自治区,那曲地区,比如县,县级,弃用,1980,2017,540622
542424,西藏自治区,那曲地区,聂荣县,县级,弃用,1980,2017,540623
542425,西藏自治区,那曲地区,安多县,县级,弃用,1980,2017,540624
542426,西藏自治区,那曲地区,申扎县,县级,弃用,1980,2017,542430[1983];540625
542427,西藏自治区,那曲地区,索县,县级,弃用,1980,2017,540626
542428,西藏自治区,那曲地区,班戈县,县级,弃用,1980,2017,542430[1983];542426[1987];540627
542429,西藏自治区,那曲地区,巴青县,县级,弃用,1980,2017,540628
542430,西藏自治区,那曲地区,尼玛县,县级,弃用,1983,2017,542431[2012];540629
542431,西藏自治区,那曲地区,双湖县,县级,弃用,2012,2017,540630
542500,西藏自治区,阿里地区,阿里地区,地级,启用,1980,,
542521,西藏自治区,阿里地区,普兰县,县级,启用,1980,,
542522,西藏自治区,阿里地区,札达县,县级,启用,1980,,
542523,西藏自治区,阿里地区,噶尔县,县级,启用,1980,,
542524,西藏自治区,阿里地区,日土县,县级,启用,1980,,
542525,西藏自治区,阿里地区,革吉县,县级,启用,1980,,
542526,西藏自治区,阿里地区,改则县,县级,启用,1980,,
542527,西藏自治区,阿里地区,措勤县,县级,启用,1980,,
542528,西藏自治区,阿里地区,隆格尔县,县级,弃用,1983,1999,542333
542600,西藏自治区,林芝地区,林芝地区,地级,弃用,1983,2015,540400
542621,西藏自治区,林芝地区,林芝县,县级,弃用,1983,2015,540402
542622,西藏自治区,林芝地区,工布江达县,县级,弃用,1983,2015,540421
542623,西藏自治区,林芝地区,米林县,县级,弃用,1983,2015,540422
542624,西藏自治区,林芝地区,墨脱县,县级,弃用,1983,2015,540423
542625,西藏自治区,林芝地区,波密县,县级,弃用,1983,2015,540424
542626,西藏自治区,林芝地区,察隅县,县级,弃用,1983,2015,540425
542627,西藏自治区,林芝地区,朗县,县级,弃用,1983,2015,540426
542700,西藏自治区,江孜地区,江孜地区,地级,弃用,1983,1986,542200;542300
542721,西藏自治区,江孜地区,江孜县,县级,弃用,1983,1986,542323
542722,西藏自治区,江孜地区,浪卡子县,县级,弃用,1983,1986,542233
542723,西藏自治区,江孜地区,白朗县,县级,弃用,1983,1986,542329
542724,西藏自治区,江孜地区,仁布县,县级,弃用,1983,1986,542330
542725,西藏自治区,江孜地区,康马县,县级,弃用,1983,1986,542331
542726,西藏自治区,江孜地区,亚东县,县级,弃用,1983,1986,542334
542727,西藏自治区,江孜地区,岗巴县,县级,弃用,1983,1986,542338
610000,陕西省,,陕西省,省级,启用,1980,,
610100,陕西省,西安市,西安市,地级,启用,1980,,
610102,陕西省,西安市,新城区,县级,启用,1980,,
610103,陕西省,西安市,碑林区,县级,启用,1980,,
610104,陕西省,西安市,莲湖区,县级,启用,1980,,
610111,陕西省,西安市,灞桥区,县级,启用,1980,,
610112,陕西省,西安市,未央区,县级,启用,1980,,
610113,陕西省,西安市,雁塔区,县级,启用,1980,,
610114,陕西省,西安市,阎良区,县级,启用,1980,,
610115,陕西省,西安市,临潼区,县级,启用,1997,,
610116,陕西省,西安市,长安区,县级,启用,2002,,
610117,陕西省,西安市,高陵区,县级,启用,2014,,
610118,陕西省,西安市,鄠邑区,县级,启用,2016,,
610121,陕西省,西安市,长安县,县级,弃用,1980,2002,610116
610122,陕西省,西安市,蓝田县,县级,启用,1983,,
610123,陕西省,西安市,临潼县,县级,弃用,1983,1997,610115
610124,陕西省,西安市,周至县,县级,启用,1983,,
610125,陕西省,西安市,户县,县级,弃用,1983,2016,610118
610126,陕西省,西安市,高陵县,县级,弃用,1983,2014,610117
610200,陕西省,铜川市,铜川市,地级,启用,1980,,
610202,陕西省,铜川市,王益区,县级,启用,2000,,
610202,陕西省,铜川市,城区,县级,变更,1980,2000,610202
610203,陕西省,铜川市,印台区,县级,启用,2000,,
610203,陕西省,铜川市,郊区,县级,变更,1980,2000,610203
610204,陕西省,铜川市,耀州区,县级,启用,2002,,
610221,陕西省,铜川市,耀县,县级,弃用,1980,2002,610204
610222,陕西省,铜川市,宜君县,县级,启用,1983,,
610300,陕西省,宝鸡市,宝鸡市,地级,启用,1980,,
610302,陕西省,宝鸡市,渭滨区,县级,启用,1980,,
610303,陕西省,宝鸡市,金台区,县级,启用,1980,,
610304,陕西省,宝鸡市,陈仓区,县级,启用,2003,,
610304,陕西省,宝鸡市,杨陵区,县级,变更,1982,1983,610403
610305,陕西省,宝鸡市,凤翔区,县级,启用,2021,,
610321,陕西省,宝鸡市,宝鸡县,县级,弃用,1980,2003,610302;610303;610304
610322,陕西省,宝鸡市,凤翔县,县级,弃用,1980,2021,610305
610323,陕西省,宝鸡市,岐山县,县级,启用,1980,,
610324,陕西省,宝鸡市,扶风县,县级,启用,1980,,610304[1982];610403[2008]
610325,陕西省,宝鸡市,武功县,县级,弃用,1980,1983,610304[1982];610431
610326,陕西省,宝鸡市,眉县,县级,启用,1980,,
610327,陕西省,宝鸡市,陇县,县级,启用,1980,,
610328,陕西省,宝鸡市,千阳县,县级,启用,1980,,
610329,陕西省,宝鸡市,麟游县,县级,启用,1980,,
610330,陕西省,宝鸡市,凤县,县级,启用,1980,,
610331,陕西省,宝鸡市,太白县,县级,启用,1980,,
610400,陕西省,咸阳市,咸阳市,地级,启用,1984,,
610401,陕西省,直辖,咸阳市,县级,弃用,1983,1984,610400
610402,陕西省,咸阳市,秦都区,县级,启用,1984,,610404[1986]
610402,陕西省,直辖,秦都区,县级,变更,1983,1984,610402
610403,陕西省,咸阳市,杨陵区,县级,启用,1984,,
610403,陕西省,直辖,杨陵区,县级,变更,1983,1984,610403
610404,陕西省,咸阳市,渭城区,县级,启用,1986,,
610421,陕西省,咸阳市,兴平县,县级,弃用,1984,1993,619001
610421,陕西省,直辖,兴平县,县级,变更,1983,1984,610421
610422,陕西省,咸阳市,三原县,县级,启用,1984,,
610422,陕西省,直辖,三原县,县级,变更,1983,1984,610422
610423,陕西省,咸阳市,泾阳县,县级,启用,1984,,
610423,陕西省,直辖,泾阳县,县级,变更,1983,1984,610423
610424,陕西省,咸阳市,乾县,县级,启用,1984,,
610424,陕西省,直辖,乾县,县级,变更,1983,1984,610424
610425,陕西省,咸阳市,礼泉县,县级,启用,1984,,
610425,陕西省,直辖,礼泉县,县级,变更,1983,1984,610425
610426,陕西省,咸阳市,永寿县,县级,启用,1984,,
610426,陕西省,直辖,永寿县,县级,变更,1983,1984,610426
610427,陕西省,咸阳市,彬县,县级,弃用,1984,2018,610482
610427,陕西省,直辖,彬县,县级,变更,1983,1984,610427
610428,陕西省,咸阳市,长武县,县级,启用,1984,,
610428,陕西省,直辖,长武县,县级,变更,1983,1984,610428
610429,陕西省,咸阳市,旬邑县,县级,启用,1984,,
610429,陕西省,直辖,旬邑县,县级,变更,1983,1984,610429
610430,陕西省,咸阳市,淳化县,县级,启用,1984,,
610430,陕西省,直辖,淳化县,县级,变更,1983,1984,610430
610431,陕西省,咸阳市,武功县,县级,启用,1984,,
610431,陕西省,直辖,武功县,县级,变更,1983,1984,610431
610481,陕西省,咸阳市,兴平市,县级,启用,1995,,
610482,陕西省,咸阳市,彬州市,县级,启用,2018,,
610500,陕西省,渭南市,渭南市,地级,启用,1994,,
610502,陕西省,渭南市,临渭区,县级,启用,1994,,
610503,陕西省,渭南市,华州区,县级,启用,2015,,
610521,陕西省,渭南市,华县,县级,弃用,1994,2015,610503
610522,陕西省,渭南市,潼关县,县级,启用,1994,,
610523,陕西省,渭南市,大荔县,县级,启用,1994,,
610524,陕西省,渭南市,合阳县,县级,启用,1994,,
610525,陕西省,渭南市,澄城县,县级,启用,1994,,
610526,陕西省,渭南市,蒲城县,县级,启用,1994,,
610527,陕西省,渭南市,白水县,县级,启用,1994,,
610528,陕西省,渭南市,富平县,县级,启用,1994,,
610581,陕西省,渭南市,韩城市,县级,启用,1995,,
610582,陕西省,渭南市,华阴市,县级,启用,1995,,
610600,陕西省,延安市,延安市,地级,启用,1996,,
610602,陕西省,延安市,宝塔区,县级,启用,1996,,
610603,陕西省,延安市,安塞区,县级,启用,2016,,
610621,陕西省,延安市,延长县,县级,启用,1996,,
610622,陕西省,延安市,延川县,县级,启用,1996,,
610623,陕西省,延安市,子长县,县级,弃用,1996,2019,610681
610624,陕西省,延安市,安塞县,县级,弃用,1996,2016,610603
610625,陕西省,延安市,志丹县,县级,启用,1996,,
610626,陕西省,延安市,吴起县,县级,启用,2005,,
610626,陕西省,延安市,吴旗县,县级,变更,1996,2005,610626
610627,陕西省,延安市,甘泉县,县级,启用,1996,,
610628,陕西省,延安市,富县,县级,启用,1996,,
610629,陕西省,延安市,洛川县,县级,启用,1996,,
610630,陕西省,延安市,宜川县,县级,启用,1996,,
610631,陕西省,延安市,黄龙县,县级,启用,1996,,
610632,陕西省,延安市,黄陵县,县级,启用,1996,,
610681,陕西省,延安市,子长市,县级,启用,2019,,
610700,陕西省,汉中市,汉中市,地级,启用,1996,,
610702,陕西省,汉中市,汉台区,县级,启用,1996,,
610703,陕西省,汉中市,南郑区,县级,启用,2017,,
610721,陕西省,汉中市,南郑县,县级,弃用,1996,2017,610703
610722,陕西省,汉中市,城固县,县级,启用,1996,,
610723,陕西省,汉中市,洋县,县级,启用,1996,,
610724,陕西省,汉中市,西乡县,县级,启用,1996,,
610725,陕西省,汉中市,勉县,县级,启用,1996,,
610726,陕西省,汉中市,宁强县,县级,启用,1996,,
610727,陕西省,汉中市,略阳县,县级,启用,1996,,
610728,陕西省,汉中市,镇巴县,县级,启用,1996,,
610729,陕西省,汉中市,留坝县,县级,启用,1996,,
610730,陕西省,汉中市,佛坪县,县级,启用,1996,,
610800,陕西省,榆林市,榆林市,地级,启用,1999,,
610802,陕西省,榆林市,榆阳区,县级,启用,1999,,
610803,陕西省,榆林市,横山区,县级,启用,2015,,
610821,陕西省,榆林市,神木县,县级,弃用,1999,2017,610881
610822,陕西省,榆林市,府谷县,县级,启用,1999,,
610823,陕西省,榆林市,横山县,县级,弃用,1999,2015,610803
610824,陕西省,榆林市,靖边县,县级,启用,1999,,
610825,陕西省,榆林市,定边县,县级,启用,1999,,
610826,陕西省,榆林市,绥德县,县级,启用,1999,,
610827,陕西省,榆林市,米脂县,县级,启用,1999,,
610828,陕西省,榆林市,佳县,县级,启用,1999,,
610829,陕西省,榆林市,吴堡县,县级,启用,1999,,
610830,陕西省,榆林市,清涧县,县级,启用,1999,,
610831,陕西省,榆林市,子洲县,县级,启用,1999,,
610881,陕西省,榆林市,神木市,县级,启用,2017,,
610900,陕西省,安康市,安康市,地级,启用,2000,,
610902,陕西省,安康市,汉滨区,县级,启用,2000,,
610921,陕西省,安康市,汉阴县,县级,启用,2000,,
610922,陕西省,安康市,石泉县,县级,启用,2000,,
610923,陕西省,安康市,宁陕县,县级,启用,2000,,
610924,陕西省,安康市,紫阳县,县级,启用,2000,,
610925,陕西省,安康市,岚皋县,县级,启用,2000,,
610926,陕西省,安康市,平利县,县级,启用,2000,,
610927,陕西省,安康市,镇坪县,县级,启用,2000,,
610928,陕西省,安康市,旬阳县,县级,弃用,2000,2021,610981
610929,陕西省,安康市,白河县,县级,启用,2000,,
610981,陕西省,安康市,旬阳市,县级,启用,2021,,
611000,陕西省,商洛市,商洛市,地级,启用,2001,,
611002,陕西省,商洛市,商州区,县级,启用,2001,,
611021,陕西省,商洛市,洛南县,县级,启用,2001,,
611022,陕西省,商洛市,丹凤县,县级,启用,2001,,
611023,陕西省,商洛市,商南县,县级,启用,2001,,
611024,陕西省,商洛市,山阳县,县级,启用,2001,,
611025,陕西省,商洛市,镇安县,县级,启用,2001,,
611026,陕西省,商洛市,柞水县,县级,启用,2001,,
612100,陕西省,渭南地区,渭南地区,地级,弃用,1980,1994,610500;619002;619003
612101,陕西省,渭南地区,渭南市,县级,弃用,1983,1994,610502
612102,陕西省,渭南地区,韩城市,县级,弃用,1983,1994,619002
612103,陕西省,渭南地区,华阴市,县级,弃用,1990,1994,619003
612121,陕西省,渭南地区,蓝田县,县级,弃用,1980,1983,610122
612122,陕西省,渭南地区,临潼县,县级,弃用,1980,1983,610123
612123,陕西省,渭南地区,渭南县,县级,弃用,1980,1983,612101
612124,陕西省,渭南地区,华县,县级,弃用,1980,1994,610521
612125,陕西省,渭南地区,华阴县,县级,弃用,1980,1990,612103
612126,陕西省,渭南地区,潼关县,县级,弃用,1980,1994,610522
612127,陕西省,渭南地区,大荔县,县级,弃用,1980,1994,610523
612128,陕西省,渭南地区,蒲城县,县级,弃用,1980,1994,610526
612129,陕西省,渭南地区,澄城县,县级,弃用,1980,1994,610525
612130,陕西省,渭南地区,白水县,县级,弃用,1980,1994,610527
612131,陕西省,渭南地区,韩城县,县级,弃用,1980,1983,612102
612132,陕西省,渭南地区,合阳县,县级,弃用,1980,1994,610524
612133,陕西省,渭南地区,富平县,县级,弃用,1980,1994,610528
612200,陕西省,咸阳地区,咸阳地区,地级,弃用,1980,1983,610000
612201,陕西省,咸阳地区,咸阳市,县级,弃用,1980,1983,610401;610402
612221,陕西省,咸阳地区,兴平县,县级,弃用,1980,1983,610421
612222,陕西省,咸阳地区,周至县,县级,弃用,1980,1983,610124
612223,陕西省,咸阳地区,户县,县级,弃用,1980,1983,610125
612224,陕西省,咸阳地区,三原县,县级,弃用,1980,1983,610422
612225,陕西省,咸阳地区,泾阳县,县级,弃用,1980,1983,610423
612226,陕西省,咸阳地区,高陵县,县级,弃用,1980,1983,610126
612227,陕西省,咸阳地区,乾县,县级,弃用,1980,1983,610424
612228,陕西省,咸阳地区,礼泉县,县级,弃用,1980,1983,610425
612229,陕西省,咸阳地区,永寿县,县级,弃用,1980,1983,610426
612230,陕西省,咸阳地区,彬县,县级,弃用,1980,1983,610427
612231,陕西省,咸阳地区,长武县,县级,弃用,1980,1983,610428
612232,陕西省,咸阳地区,旬邑县,县级,弃用,1980,1983,610429
612233,陕西省,咸阳地区,淳化县,县级,弃用,1980,1983,610430
612300,陕西省,汉中地区,汉中地区,地级,弃用,1980,1996,610700
612301,陕西省,汉中地区,汉中市,县级,弃用,1980,1996,610702
612321,陕西省,汉中地区,南郑县,县级,弃用,1980,1996,610721
612322,陕西省,汉中地区,城固县,县级,弃用,1980,1996,610722
612323,陕西省,汉中地区,洋县,县级,弃用,1980,1996,610723
612324,陕西省,汉中地区,西乡县,县级,弃用,1980,1996,610724
612325,陕西省,汉中地区,勉县,县级,弃用,1980,1996,610725
612326,陕西省,汉中地区,宁强县,县级,弃用,1980,1996,610726
612327,陕西省,汉中地区,略阳县,县级,弃用,1980,1996,610727
612328,陕西省,汉中地区,镇巴县,县级,弃用,1980,1996,610728
612329,陕西省,汉中地区,留坝县,县级,弃用,1980,1996,610729
612330,陕西省,汉中地区,佛坪县,县级,弃用,1980,1996,610730
612400,陕西省,安康地区,安康地区,地级,弃用,1980,2000,610900
612401,陕西省,安康地区,安康市,县级,弃用,1988,2000,610902
612421,陕西省,安康地区,安康县,县级,弃用,1980,1988,612401
612422,陕西省,安康地区,汉阴县,县级,弃用,1980,2000,610921
612423,陕西省,安康地区,石泉县,县级,弃用,1980,2000,610922
612424,陕西省,安康地区,宁陕县,县级,弃用,1980,2000,610923
612425,陕西省,安康地区,紫阳县,县级,弃用,1980,2000,610924
612426,陕西省,安康地区,岚皋县,县级,弃用,1980,2000,610925
612427,陕西省,安康地区,平利县,县级,弃用,1980,2000,610926
612428,陕西省,安康地区,镇坪县,县级,弃用,1980,2000,610927
612429,陕西省,安康地区,旬阳县,县级,弃用,1980,2000,610928
612430,陕西省,安康地区,白河县,县级,弃用,1980,2000,610929
612500,陕西省,商洛地区,商洛地区,地级,弃用,1980,2001,611000
612501,陕西省,商洛地区,商州市,县级,弃用,1988,2001,611002
612521,陕西省,商洛地区,商县,县级,弃用,1980,1988,612501
612522,陕西省,商洛地区,洛南县,县级,弃用,1980,2001,611021
612523,陕西省,商洛地区,丹凤县,县级,弃用,1980,2001,611022
612524,陕西省,商洛地区,商南县,县级,弃用,1980,2001,611023
612525,陕西省,商洛地区,山阳县,县级,弃用,1980,2001,611024
612526,陕西省,商洛地区,镇安县,县级,弃用,1980,2001,611025
612527,陕西省,商洛地区,柞水县,县级,弃用,1980,2001,611026
612600,陕西省,延安地区,延安地区,地级,弃用,1980,1996,610600
612601,陕西省,延安地区,延安市,县级,弃用,1980,1996,610602
612621,陕西省,延安地区,延长县,县级,弃用,1980,1996,610621
612622,陕西省,延安地区,延川县,县级,弃用,1980,1996,610622
612623,陕西省,延安地区,子长县,县级,弃用,1980,1996,610623
612624,陕西省,延安地区,安塞县,县级,弃用,1980,1996,610624
612625,陕西省,延安地区,志丹县,县级,弃用,1980,1996,610625
612626,陕西省,延安地区,吴旗县,县级,弃用,1980,1996,610626
612627,陕西省,延安地区,甘泉县,县级,弃用,1980,1996,610627
612628,陕西省,延安地区,富县,县级,弃用,1980,1996,610628
612629,陕西省,延安地区,洛川县,县级,弃用,1980,1996,610629
612630,陕西省,延安地区,宜川县,县级,弃用,1980,1996,610630
612631,陕西省,延安地区,黄龙县,县级,弃用,1980,1996,610631
612632,陕西省,延安地区,黄陵县,县级,弃用,1980,1996,610632
612633,陕西省,延安地区,宜君县,县级,弃用,1980,1983,610222
612700,陕西省,榆林地区,榆林地区,地级,弃用,1980,1999,610800
612701,陕西省,榆林地区,榆林市,县级,弃用,1988,1999,610802
612721,陕西省,榆林地区,榆林县,县级,弃用,1980,1988,612701
612722,陕西省,榆林地区,神木县,县级,弃用,1980,1999,610821
612723,陕西省,榆林地区,府谷县,县级,弃用,1980,1999,610822
612724,陕西省,榆林地区,横山县,县级,弃用,1980,1999,610823
612725,陕西省,榆林地区,靖边县,县级,弃用,1980,1999,610824
612726,陕西省,榆林地区,定边县,县级,弃用,1980,1999,610825
612727,陕西省,榆林地区,绥德县,县级,弃用,1980,1999,610826
612728,陕西省,榆林地区,米脂县,县级,弃用,1980,1999,610827
612729,陕西省,榆林地区,佳县,县级,弃用,1980,1999,610828
612730,陕西省,榆林地区,吴堡县,县级,弃用,1980,1999,610829
612731,陕西省,榆林地区,清涧县,县级,弃用,1980,1999,610830
612732,陕西省,榆林地区,子洲县,县级,弃用,1980,1999,610831
619001,陕西省,直辖,兴平市,县级,弃用,1993,1995,610481
619002,陕西省,直辖,韩城市,县级,弃用,1994,1995,610581
619003,陕西省,直辖,华阴市,县级,弃用,1994,1995,610582
620000,甘肃省,,甘肃省,省级,启用,1980,,
620100,甘肃省,兰州市,兰州市,地级,启用,1980,,620400[1985]
620102,甘肃省,兰州市,城关区,县级,启用,1980,,
620103,甘肃省,兰州市,七里河区,县级,启用,1980,,
620104,甘肃省,兰州市,西固区,县级,启用,1980,,
620105,甘肃省,兰州市,安宁区,县级,启用,1980,,
620111,甘肃省,兰州市,红古区,县级,启用,1980,,
620112,甘肃省,兰州市,白银区,县级,弃用,1980,1985,620402
620121,甘肃省,兰州市,永登县,县级,启用,1980,,
620122,甘肃省,兰州市,皋兰县,县级,启用,1980,,620402[1985]
620123,甘肃省,兰州市,榆中县,县级,启用,1980,,
620200,甘肃省,嘉峪关市,嘉峪关市,地级,启用,1980,,
620300,甘肃省,金昌市,金昌市,地级,启用,1981,,620302[1984]
620302,甘肃省,金昌市,金川区,县级,启用,1984,,
620321,甘肃省,金昌市,永昌县,县级,启用,1981,,
620400,甘肃省,白银市,白银市,地级,启用,1985,,
620402,甘肃省,白银市,白银区,县级,启用,1985,,
620403,甘肃省,白银市,平川区,县级,启用,1985,,
620421,甘肃省,白银市,靖远县,县级,启用,1985,,
620422,甘肃省,白银市,会宁县,县级,启用,1985,,
620423,甘肃省,白银市,景泰县,县级,启用,1985,,
620500,甘肃省,天水市,天水市,地级,启用,1985,,
620502,甘肃省,天水市,秦州区,县级,启用,2004,,
620502,甘肃省,天水市,秦城区,县级,变更,1985,2004,620502
620503,甘肃省,天水市,麦积区,县级,启用,2004,,
620503,甘肃省,天水市,北道区,县级,变更,1985,2004,620503
620521,甘肃省,天水市,清水县,县级,启用,1985,,
620522,甘肃省,天水市,秦安县,县级,启用,1985,,
620523,甘肃省,天水市,甘谷县,县级,启用,1985,,
620524,甘肃省,天水市,武山县,县级,启用,1985,,
620525,甘肃省,天水市,张家川回族自治县,县级,启用,1985,,
620600,甘肃省,武威市,武威市,地级,启用,2001,,
620602,甘肃省,武威市,凉州区,县级,启用,2001,,
620621,甘肃省,武威市,民勤县,县级,启用,2001,,
620622,甘肃省,武威市,古浪县,县级,启用,2001,,
620623,甘肃省,武威市,天祝藏族自治县,县级,启用,2001,,
620700,甘肃省,张掖市,张掖市,地级,启用,2002,,
620702,甘肃省,张掖市,甘州区,县级,启用,2002,,
620721,甘肃省,张掖市,肃南裕固族自治县,县级,启用,2002,,
620722,甘肃省,张掖市,民乐县,县级,启用,2002,,
620723,甘肃省,张掖市,临泽县,县级,启用,2002,,
620724,甘肃省,张掖市,高台县,县级,启用,2002,,
620725,甘肃省,张掖市,山丹县,县级,启用,2002,,
620800,甘肃省,平凉市,平凉市,地级,启用,2002,,
620802,甘肃省,平凉市,崆峒区,县级,启用,2002,,
620821,甘肃省,平凉市,泾川县,县级,启用,2002,,
620822,甘肃省,平凉市,灵台县,县级,启用,2002,,
620823,甘肃省,平凉市,崇信县,县级,启用,2002,,
620824,甘肃省,平凉市,华亭县,县级,弃用,2002,2018,620881
620825,甘肃省,平凉市,庄浪县,县级,启用,2002,,
620826,甘肃省,平凉市,静宁县,县级,启用,2002,,
620881,甘肃省,平凉市,华亭市,县级,启用,2018,,
620900,甘肃省,酒泉市,酒泉市,地级,启用,2002,,
620902,甘肃省,酒泉市,肃州区,县级,启用,2002,,
620921,甘肃省,酒泉市,金塔县,县级,启用,2002,,
620922,甘肃省,酒泉市,瓜州县,县级,启用,2006,,
620923,甘肃省,酒泉市,肃北蒙古族自治县,县级,启用,2002,,
620924,甘肃省,酒泉市,阿克塞哈萨克族自治县,县级,启用,2002,,
620925,甘肃省,酒泉市,安西县,县级,弃用,2002,2006,620922
620981,甘肃省,酒泉市,玉门市,县级,启用,2002,,
620982,甘肃省,酒泉市,敦煌市,县级,启用,2002,,
621000,甘肃省,庆阳市,庆阳市,地级,启用,2002,,
621002,甘肃省,庆阳市,西峰区,县级,启用,2002,,
621021,甘肃省,庆阳市,庆城县,县级,启用,2002,,
621022,甘肃省,庆阳市,环县,县级,启用,2002,,
621023,甘肃省,庆阳市,华池县,县级,启用,2002,,
621024,甘肃省,庆阳市,合水县,县级,启用,2002,,
621025,甘肃省,庆阳市,正宁县,县级,启用,2002,,
621026,甘肃省,庆阳市,宁县,县级,启用,2002,,
621027,甘肃省,庆阳市,镇原县,县级,启用,2002,,
621100,甘肃省,定西市,定西市,地级,启用,2003,,
621102,甘肃省,定西市,安定区,县级,启用,2003,,
621121,甘肃省,定西市,通渭县,县级,启用,2003,,
621122,甘肃省,定西市,陇西县,县级,启用,2003,,
621123,甘肃省,定西市,渭源县,县级,启用,2003,,
621124,甘肃省,定西市,临洮县,县级,启用,2003,,
621125,甘肃省,定西市,漳县,县级,启用,2003,,
621126,甘肃省,定西市,岷县,县级,启用,2003,,
621200,甘肃省,陇南市,陇南市,地级,启用,2004,,
621202,甘肃省,陇南市,武都区,县级,启用,2004,,
621221,甘肃省,陇南市,成县,县级,启用,2004,,
621222,甘肃省,陇南市,文县,县级,启用,2004,,
621223,甘肃省,陇南市,宕昌县,县级,启用,2004,,
621224,甘肃省,陇南市,康县,县级,启用,2004,,
